InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,TotalClaims,UniqueBeneficiaries,InpatientClaims,OutpatientClaims,ClaimsPerBeneficiary,InpatientRatio,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,TotalUniquePhysicians,AvgClaimDuration,MaxClaimDuration,AvgHospitalStay,MaxHospitalStay,TotalClaimsWithDates,TotalStaysWithDates,UniqueDiagnoses,UniqueProcedures,AvgMaleRatio,MostCommonRace,AvgRenalDiseaseRate,UniqueStates,UniqueCounties,AvgPartACoverage,AvgPartBCoverage,AvgBeneIPReimbursement,AvgBeneOPReimbursement
38510,377.55,704.56,102,360.0,3.53,102,68,0,102,1.5,0.0,13,7,8,28,1.4509803921568627,20,0.0,0,102,0,216,0,0.412,1,0.162,2,9,11.824,11.956,3023.088,2137.5
3430,381.11,631.18,9,70.0,7.78,9,8,0,9,1.12,0.0,1,2,1,4,2.2222222222222223,20,0.0,0,9,0,26,0,0.375,1,0.25,1,1,12.0,12.0,10336.25,3933.75
849520,3357.79,6820.81,253,81518.0,323.48,253,239,77,176,1.06,0.304,86,33,50,169,2.675889328063241,32,5.077922077922078,32,253,77,574,50,0.452,1,0.192,10,19,12.0,11.992,6463.849,1879.247
710,64.55,54.47,11,60.0,5.45,11,6,0,11,1.83,0.0,3,2,3,8,1.818181818181818,20,0.0,0,11,0,24,0,0.5,1,0.333,2,3,12.0,12.0,6833.333,671.667
12370,268.91,573.82,46,170.0,3.7,46,18,0,46,2.56,0.0,5,3,4,12,1.1304347826086956,20,0.0,0,46,0,102,0,0.222,1,0.278,1,6,12.0,12.0,6960.0,1283.333
239220,2572.26,7131.73,93,22458.0,241.48,93,88,21,72,1.06,0.226,56,22,28,106,2.89247311827957,24,6.571428571428571,24,93,21,273,15,0.42,1,0.227,3,26,11.864,12.0,5551.136,2549.205
81920,288.45,555.11,284,330.0,1.16,284,143,0,284,1.99,0.0,2,2,2,6,1.6690140845070425,20,0.0,0,284,0,478,0,0.517,1,0.21,1,4,11.832,11.916,3359.58,1727.343
230900,1012.72,3851.61,228,18696.0,82.36,228,197,18,210,1.16,0.079,72,29,43,144,1.6929824561403508,20,5.166666666666667,14,228,18,452,16,0.391,1,0.234,5,41,11.848,11.939,6220.051,1891.168
12500,328.95,602.73,38,170.0,4.47,38,38,0,38,1.0,0.0,1,1,1,3,2.421052631578948,20,0.0,0,38,0,85,0,0.447,1,0.263,1,4,11.842,11.684,4082.105,2637.895
10530,478.64,983.82,22,100.0,4.55,22,22,0,22,1.0,0.0,9,1,4,14,1.7272727272727273,20,0.0,0,22,0,43,0,0.5,1,0.091,1,3,12.0,12.0,1776.818,2679.091
39820,270.88,501.33,147,350.0,2.38,147,53,0,147,2.77,0.0,12,7,12,31,1.4081632653061225,20,0.0,0,147,0,271,0,0.491,1,0.132,1,9,12.0,11.981,4616.792,1470.0
50,50.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,1,0,1.0,1,0.0,1,1,12.0,12.0,0.0,2080.0
139000,10692.31,9664.23,13,13884.0,1068.0,13,11,13,0,1.18,1.0,1,1,1,3,8.538461538461538,35,8.538461538461538,35,13,13,82,10,0.455,1,0.182,1,2,10.909,12.0,19346.364,768.182
7890,563.57,902.48,14,0.0,0.0,14,14,0,14,1.0,0.0,7,2,2,11,2.857142857142857,20,0.0,0,14,0,42,0,0.357,1,0.214,1,8,12.0,12.0,0.0,4462.857
9970,321.61,643.76,31,70.0,2.26,31,26,0,31,1.19,0.0,25,7,15,47,2.548387096774193,20,0.0,0,31,0,84,0,0.385,1,0.231,8,10,12.0,11.538,6713.077,2363.462
6920,364.21,664.86,19,390.0,20.53,19,18,0,19,1.06,0.0,11,7,6,24,0.0526315789473684,1,0.0,0,19,0,52,0,0.556,1,0.222,1,5,12.0,12.0,2100.0,1338.889
13000,6500.0,707.11,2,2136.0,1068.0,2,2,2,0,1.0,1.0,2,1,0,3,19.0,35,19.0,35,2,2,18,2,0.5,1,1.0,1,2,12.0,12.0,10135.0,35.0
177550,282.72,641.22,628,1920.0,3.06,628,186,0,628,3.38,0.0,7,5,4,16,1.4426751592356688,20,0.0,0,628,0,826,1,0.446,1,0.167,2,5,11.935,11.935,3388.817,1722.312
3000,3000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,0,0,1,4.0,4,4.0,4,1,1,6,0,0.0,1,0.0,1,1,12.0,12.0,7000.0,1160.0
9800,251.28,557.57,39,40.0,1.03,39,34,0,39,1.15,0.0,2,1,2,5,0.4358974358974359,8,0.0,0,39,0,74,0,0.265,1,0.147,2,3,12.0,12.0,4242.059,1190.588
183660,1783.11,12218.73,103,8844.0,85.86,103,89,8,95,1.16,0.078,49,15,29,93,1.5048543689320388,35,6.875,35,103,8,223,6,0.382,3,0.191,4,5,11.865,12.0,5759.775,2163.371
112310,438.71,2228.71,256,3634.0,14.25,256,127,4,252,2.02,0.016,70,25,38,133,0.984375,27,11.75,27,256,4,416,2,0.354,1,0.071,6,38,11.906,11.969,2688.819,1692.992
20,20.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,1,0,1.0,3,0.0,1,1,12.0,12.0,0.0,2910.0
21600,342.86,571.56,63,380.0,6.03,63,54,0,63,1.17,0.0,2,2,2,6,2.253968253968254,20,0.0,0,63,0,154,0,0.5,1,0.241,1,1,12.0,12.0,4656.852,3056.296
25970,4328.33,8305.28,6,2136.0,356.0,6,6,2,4,1.0,0.333,4,0,3,7,1.3333333333333333,5,4.0,5,6,2,20,0,0.833,1,0.167,1,3,12.0,12.0,4513.333,3845.0
1014510,282.75,572.38,3588,9100.0,2.54,3588,1709,0,3588,2.1,0.0,18,19,17,54,1.3255295429208471,20,0.0,0,3588,0,2600,4,0.441,1,0.149,5,43,11.933,11.928,3407.724,1726.934
740,123.33,152.53,6,0.0,0.0,6,6,0,6,1.0,0.0,3,0,1,4,1.8333333333333333,11,0.0,0,6,0,13,0,0.167,1,0.167,1,4,10.0,12.0,3000.0,578.333
7140,649.09,926.77,11,0.0,0.0,11,7,0,11,1.57,0.0,3,1,1,5,5.454545454545454,20,0.0,0,11,0,32,0,0.714,2,0.286,2,3,12.0,12.0,17207.143,4470.0
14030,467.67,1120.34,30,1168.0,38.93,30,26,1,29,1.15,0.033,14,8,12,34,1.1333333333333333,16,3.0,3,30,1,71,0,0.615,1,0.154,4,7,12.0,12.0,3750.0,1234.615
370,33.64,26.18,11,60.0,5.45,11,11,0,11,1.0,0.0,1,0,1,2,1.818181818181818,20,0.0,0,11,0,19,0,0.455,1,0.182,1,1,12.0,12.0,5200.0,1075.455
1910,146.92,230.7,13,0.0,0.0,13,13,0,13,1.0,0.0,2,1,2,5,1.6923076923076923,20,0.0,0,13,0,26,0,0.462,1,0.308,1,2,12.0,12.0,7758.462,2973.846
2220,170.77,303.27,13,0.0,0.0,13,4,0,13,3.25,0.0,2,1,1,4,3.076923076923077,20,0.0,0,13,0,27,0,0.25,1,0.0,1,2,12.0,12.0,0.0,652.5
7020,334.29,716.54,21,30.0,1.43,21,9,0,21,2.33,0.0,5,3,3,11,0.0476190476190476,1,0.0,0,21,0,52,0,0.444,1,0.111,1,3,12.0,12.0,4911.111,1427.778
1440,240.0,377.52,6,0.0,0.0,6,6,0,6,1.0,0.0,2,1,1,4,0.0,0,0.0,0,6,0,17,0,0.167,1,0.167,1,1,12.0,12.0,3916.667,1240.0
138250,2468.75,5936.45,56,10680.0,190.71,56,56,10,46,1.0,0.179,47,11,15,73,3.196428571428572,22,7.8,22,56,10,173,8,0.464,1,0.179,3,18,12.0,11.714,5096.786,2420.714
2900,1450.0,1484.92,2,0.0,0.0,2,2,0,2,1.0,0.0,1,0,1,2,3.5,7,0.0,0,2,0,4,0,0.0,1,0.5,1,1,12.0,12.0,14500.0,11235.0
18580,244.47,434.25,76,50.0,0.66,76,74,0,76,1.03,0.0,7,1,5,13,0.9210526315789472,20,0.0,0,76,0,152,0,0.446,1,0.243,2,11,11.919,12.0,5260.0,2227.297
73900,326.99,619.19,226,620.0,2.74,226,206,0,226,1.1,0.0,1,1,1,3,1.1150442477876106,20,0.0,0,226,0,373,1,0.374,1,0.16,3,7,11.942,11.99,3434.466,2493.592
5330,144.05,208.97,37,30.0,0.81,37,35,0,37,1.06,0.0,18,8,9,35,1.7297297297297298,20,0.0,0,37,0,97,0,0.343,1,0.286,3,12,12.0,11.657,3684.286,2698.857
93000,6200.0,6710.33,15,14952.0,1068.0,15,15,15,0,1.0,1.0,2,3,1,6,4.2,21,4.2,21,15,15,95,7,0.133,1,0.4,3,3,12.0,12.0,21280.667,2595.333
145620,927.52,2415.12,157,15382.0,97.97,157,125,14,143,1.26,0.089,55,24,35,114,1.5541401273885351,20,4.142857142857143,11,157,14,317,8,0.448,1,0.176,7,16,11.712,11.808,4385.6,2166.4
46080,324.51,686.42,142,400.0,2.82,142,92,0,142,1.54,0.0,16,4,8,28,1.9295774647887325,20,0.0,0,142,0,272,0,0.261,1,0.163,1,10,12.0,11.848,5176.739,1581.522
15370,320.21,520.86,48,140.0,2.92,48,19,0,48,2.53,0.0,5,3,3,11,1.5,20,0.0,0,48,0,120,0,0.421,1,0.211,1,4,12.0,12.0,2915.789,2084.737
68190,2841.25,4523.38,24,8544.0,356.0,24,23,8,16,1.04,0.333,17,5,8,30,3.25,22,7.125,22,24,8,85,7,0.391,1,0.217,1,8,11.478,11.478,12339.13,1236.957
1360,123.64,166.03,11,0.0,0.0,11,3,0,11,3.67,0.0,5,1,3,9,2.636363636363636,20,0.0,0,11,0,28,0,0.333,1,0.0,1,1,12.0,12.0,1666.667,2533.333
6140,236.15,648.44,26,0.0,0.0,26,16,0,26,1.62,0.0,10,3,6,19,1.5384615384615383,20,0.0,0,26,0,68,0,0.25,1,0.125,1,6,12.0,12.0,2742.5,1701.875
4960,620.0,1005.26,8,0.0,0.0,8,8,0,8,1.0,0.0,3,1,2,6,5.0,20,0.0,0,8,0,17,0,0.375,1,0.5,1,1,12.0,12.0,13362.5,3662.5
2540,317.5,279.07,8,30.0,3.75,8,8,0,8,1.0,0.0,3,2,2,7,0.0,0,0.0,0,8,0,19,0,0.25,1,0.125,1,1,12.0,12.0,3881.25,6661.25
36260,1007.22,2427.13,36,3274.0,90.94,36,36,3,33,1.0,0.083,26,7,13,46,2.888888888888889,20,3.333333333333333,5,36,3,108,2,0.333,1,0.278,5,10,11.667,12.0,2945.0,3331.111
2170,271.25,618.63,8,0.0,0.0,8,5,0,8,1.6,0.0,3,0,2,5,0.375,3,0.0,0,8,0,23,0,0.6,1,0.2,1,2,12.0,11.2,13280.0,618.0
31190,271.22,545.14,115,380.0,3.3,115,61,0,115,1.89,0.0,16,6,10,32,1.208695652173913,20,0.0,0,115,0,237,0,0.295,1,0.18,2,8,11.607,11.803,4154.262,1478.852
30,30.0,0.0,1,70.0,70.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,0,0,1.0,1,0.0,1,1,12.0,12.0,7000.0,430.0
8950,298.33,642.51,30,0.0,0.0,30,16,0,30,1.88,0.0,9,5,6,20,0.8333333333333334,20,0.0,0,30,0,77,0,0.25,1,0.125,3,3,12.0,12.0,5091.875,2345.625
874860,5270.24,10833.61,166,76068.0,458.24,166,139,71,95,1.19,0.428,50,17,21,88,2.9397590361445785,29,5.014084507042254,29,166,71,415,36,0.439,1,0.18,5,20,11.827,11.986,9161.007,1913.237
65390,281.85,722.22,232,660.0,2.84,232,212,0,232,1.09,0.0,167,47,76,290,1.3405172413793105,20,0.0,0,232,0,397,0,0.458,1,0.189,17,46,12.0,11.972,4684.009,2213.821
768000,12387.1,14321.09,62,66216.0,1068.0,62,58,62,0,1.07,1.0,1,1,1,3,5.919354838709677,35,5.919354838709677,35,62,62,278,35,0.362,1,0.259,1,2,11.793,12.0,19002.414,2212.241
60,30.0,42.43,2,0.0,0.0,2,2,0,2,1.0,0.0,1,0,1,2,0.0,0,0.0,0,2,0,5,0,0.5,1,0.0,1,1,12.0,12.0,24800.0,1045.0
3810,254.0,521.15,15,40.0,2.67,15,15,0,15,1.0,0.0,2,2,2,6,1.8666666666666667,20,0.0,0,15,0,35,0,0.333,1,0.2,1,2,12.0,12.0,6950.0,2107.333
4740,430.91,885.22,11,0.0,0.0,11,11,0,11,1.0,0.0,4,1,2,7,1.9090909090909087,20,0.0,0,11,0,21,0,0.455,1,0.273,1,1,12.0,12.0,850.909,3920.0
70770,5055.0,4829.02,14,8544.0,610.29,14,13,8,6,1.08,0.571,6,2,3,11,3.571428571428572,20,2.75,5,14,8,66,2,0.154,1,0.462,2,6,12.0,12.0,14912.308,2310.0
6170,158.21,288.1,39,100.0,2.56,39,35,0,39,1.11,0.0,20,4,10,34,0.6410256410256411,19,0.0,0,39,0,96,0,0.314,1,0.286,3,11,12.0,12.0,3388.857,2766.0
120000,12000.0,13490.74,10,10680.0,1068.0,10,10,10,0,1.0,1.0,8,5,3,16,6.5,21,6.5,21,10,10,70,6,0.0,1,0.3,2,5,12.0,12.0,16068.0,1288.0
64650,501.16,2075.46,129,3574.0,27.71,129,98,3,126,1.32,0.023,32,13,17,62,1.062015503875969,20,6.666666666666667,11,129,3,262,1,0.398,1,0.194,3,21,11.878,11.939,4981.939,1758.367
6440,280.0,622.82,23,0.0,0.0,23,22,0,23,1.05,0.0,2,2,2,6,0.8695652173913043,20,0.0,0,23,0,52,0,0.5,1,0.182,1,1,12.0,12.0,3148.182,1045.455
6570,285.65,547.06,23,70.0,3.04,23,19,0,23,1.21,0.0,2,1,2,5,0.8695652173913043,20,0.0,0,23,0,57,0,0.421,1,0.263,1,2,12.0,12.0,5536.842,3272.105
98250,324.26,612.54,303,420.0,1.39,303,279,0,303,1.09,0.0,47,17,28,92,1.5577557755775575,20,0.0,0,303,0,477,0,0.466,1,0.194,14,54,11.914,11.993,3587.527,2141.72
57410,299.01,668.19,192,100.0,0.52,192,129,0,192,1.49,0.0,1,1,1,3,1.0,20,0.0,0,192,0,330,0,0.357,1,0.163,1,1,11.721,11.899,4231.085,2145.194
153380,386.35,1582.01,397,3944.0,9.93,397,166,3,394,2.39,0.008,6,4,1,11,1.5969773299748111,20,4.333333333333333,6,397,3,634,5,0.392,1,0.193,1,12,11.928,11.789,4204.096,1917.651
2570,428.33,736.6,6,30.0,5.0,6,6,0,6,1.0,0.0,5,2,2,9,0.1666666666666666,1,0.0,0,6,0,20,0,0.5,1,0.0,2,3,12.0,12.0,2683.333,3628.333
119170,562.12,1647.67,212,12178.0,57.72,212,160,12,200,1.32,0.057,47,22,45,114,1.5377358490566038,20,4.25,13,212,12,417,6,0.419,1,0.175,3,23,11.925,11.869,4419.188,2065.25
25410,726.0,1871.01,35,20.0,0.57,35,32,0,35,1.09,0.0,1,1,1,3,0.5714285714285714,20,0.0,0,35,0,79,0,0.406,1,0.25,1,1,11.625,11.438,2300.312,1983.75
158330,536.71,1536.04,295,8116.0,27.51,295,153,7,288,1.93,0.024,13,9,7,29,1.8610169491525423,20,3.0,4,295,7,505,5,0.431,1,0.19,2,16,11.922,11.961,6036.144,1740.131
81530,3705.91,5485.39,22,8544.0,388.36,22,22,8,14,1.0,0.364,20,7,9,36,2.409090909090909,20,4.125,10,22,8,86,6,0.455,1,0.227,5,13,12.0,12.0,11487.727,2398.182
13230,191.74,417.13,69,160.0,2.32,69,57,0,69,1.21,0.0,38,14,22,74,1.8695652173913044,20,0.0,0,69,0,163,0,0.333,1,0.193,3,8,12.0,11.789,3929.123,1858.246
8000,8000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,1,3,5.0,5,5.0,5,1,1,9,1,1.0,1,1.0,1,1,12.0,12.0,8000.0,90.0
1880,156.67,160.36,12,100.0,8.33,12,11,0,12,1.09,0.0,9,2,3,14,0.6666666666666666,8,0.0,0,12,0,35,0,0.545,1,0.182,3,9,12.0,12.0,1727.273,1220.0
7430,218.53,475.45,34,10.0,0.29,34,31,0,34,1.1,0.0,11,5,5,21,0.7941176470588235,20,0.0,0,34,0,92,0,0.355,1,0.097,1,6,12.0,12.0,4457.742,2122.581
584000,10814.81,12018.97,54,56604.0,1068.0,54,53,54,0,1.02,1.0,7,5,3,15,6.0,35,6.0,35,54,54,269,35,0.377,1,0.34,2,15,12.0,12.0,14494.528,1532.83
75000,7500.0,4006.94,10,10680.0,1068.0,10,9,10,0,1.11,1.0,1,2,2,5,6.2,35,6.2,35,10,10,67,8,0.444,1,0.333,1,3,12.0,12.0,13085.556,1780.0
27060,270.6,591.22,100,440.0,4.4,100,93,0,100,1.08,0.0,30,10,24,64,1.26,20,0.0,0,100,0,181,0,0.516,1,0.151,6,13,11.871,11.871,3742.581,1919.57
28590,1143.6,3291.68,25,2346.0,93.84,25,21,2,23,1.19,0.08,15,4,10,29,2.0,20,4.0,5,25,2,55,2,0.429,1,0.143,1,5,12.0,12.0,6340.0,1906.667
38000,7600.0,3714.84,5,5340.0,1068.0,5,5,5,0,1.0,1.0,1,1,1,3,4.2,7,4.2,7,5,5,36,4,0.4,1,0.0,1,3,12.0,12.0,11672.0,594.0
19740,274.17,607.12,72,210.0,2.92,72,70,0,72,1.03,0.0,28,7,17,52,0.875,20,0.0,0,72,0,140,0,0.343,1,0.157,2,11,11.829,12.0,2984.714,1480.857
25700,571.11,1534.4,45,40.0,0.89,45,37,0,45,1.22,0.0,27,10,14,51,2.2444444444444445,20,0.0,0,45,0,109,0,0.351,1,0.189,5,11,12.0,12.0,5002.432,3020.27
13000,13000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,4.0,4,4.0,4,1,1,9,1,0.0,1,0.0,1,1,12.0,12.0,21000.0,10.0
9110,396.09,721.93,23,150.0,6.52,23,22,0,23,1.05,0.0,1,1,1,3,0.8695652173913043,20,0.0,0,23,0,44,0,0.409,1,0.136,2,2,11.455,12.0,3681.818,1592.727
11560,235.92,401.5,49,100.0,2.04,49,23,0,49,2.13,0.0,11,5,6,22,1.0816326530612246,20,0.0,0,49,0,101,0,0.304,1,0.087,1,6,11.478,11.87,1960.87,799.13
1010,168.33,181.48,6,0.0,0.0,6,6,0,6,1.0,0.0,4,0,2,6,0.0,0,0.0,0,6,0,12,0,0.5,1,0.167,1,2,12.0,12.0,6166.667,4545.0
16240,477.65,830.87,34,190.0,5.59,34,21,0,34,1.62,0.0,5,4,5,14,0.1470588235294117,5,0.0,0,34,0,69,0,0.524,1,0.095,1,3,12.0,12.0,1840.952,1645.238
160200,2626.23,3778.42,61,21460.0,351.8,61,58,20,41,1.05,0.328,30,12,13,55,2.540983606557377,20,4.5,20,61,20,205,12,0.534,1,0.138,3,10,11.586,11.983,5155.517,1341.379
17370,241.25,628.93,72,510.0,7.08,72,50,0,72,1.44,0.0,18,10,15,43,1.2083333333333333,20,0.0,0,72,0,148,0,0.4,1,0.16,2,11,12.0,11.76,4085.2,1168.4
7740,860.0,1937.41,9,1068.0,118.67,9,9,1,8,1.0,0.111,7,2,2,11,0.3333333333333333,2,2.0,2,9,1,40,1,0.556,1,0.111,1,6,10.667,12.0,12843.333,1192.222
5800,252.17,363.33,23,80.0,3.48,23,23,0,23,1.0,0.0,18,3,10,31,0.8695652173913043,13,0.0,0,23,0,57,0,0.304,1,0.087,3,9,12.0,12.0,4882.609,2179.13
410,136.67,228.11,3,0.0,0.0,3,3,0,3,1.0,0.0,1,1,1,3,1.3333333333333333,4,0.0,0,3,0,11,0,0.0,1,0.0,1,2,12.0,12.0,13383.333,2836.667
4240,184.35,300.0,23,0.0,0.0,23,19,0,23,1.21,0.0,4,2,4,10,1.9565217391304348,20,0.0,0,23,0,62,0,0.474,1,0.105,1,4,12.0,12.0,8427.368,892.632
143280,912.61,3016.29,157,13276.0,84.56,157,142,12,145,1.11,0.076,79,25,44,148,1.9681528662420384,20,4.833333333333333,13,157,12,302,6,0.415,1,0.12,3,20,12.0,12.0,3433.31,1180.493
63540,294.17,773.64,216,430.0,1.99,216,156,0,216,1.38,0.0,2,1,2,5,1.6388888888888888,20,0.0,0,216,0,368,0,0.423,1,0.167,1,1,12.0,12.0,3990.449,1569.295
70,70.0,0.0,1,100.0,100.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,2,0,1.0,2,0.0,1,1,12.0,12.0,0.0,90.0
13210,220.17,541.67,60,290.0,4.83,60,51,0,60,1.18,0.0,18,8,12,38,0.6333333333333333,20,0.0,0,60,0,135,0,0.451,1,0.176,3,22,12.0,11.902,5365.098,1555.686
840,420.0,537.4,2,0.0,0.0,2,2,0,2,1.0,0.0,1,1,1,3,0.0,0,0.0,0,2,0,9,0,0.0,1,0.0,1,1,12.0,12.0,10500.0,1495.0
2820,201.43,492.82,14,0.0,0.0,14,14,0,14,1.0,0.0,2,1,2,5,2.0,20,0.0,0,14,0,43,0,0.357,1,0.143,1,2,11.571,11.143,3722.857,3108.571
53460,361.22,690.62,148,570.0,3.85,148,75,0,148,1.97,0.0,16,7,4,27,1.7432432432432432,20,0.0,0,148,0,253,0,0.427,1,0.2,2,6,12.0,12.0,5478.667,2208.667
81390,267.73,554.37,304,620.0,2.04,304,128,0,304,2.38,0.0,12,8,9,29,1.4210526315789471,20,0.0,0,304,0,495,1,0.43,1,0.141,1,7,11.93,12.0,2398.672,1533.203
97390,4057.92,5863.41,24,11748.0,510.78,24,24,12,12,1.0,0.5,20,12,8,40,2.6666666666666665,13,5.166666666666667,13,24,12,107,13,0.5,1,0.167,4,8,11.5,12.0,9681.667,1490.0
17290,192.11,401.26,90,0.0,0.0,90,87,0,90,1.03,0.0,62,9,27,98,0.9111111111111112,20,0.0,0,90,0,160,0,0.402,1,0.207,3,25,12.0,12.0,4657.701,2038.046
33900,464.38,1146.93,73,2426.0,33.23,73,72,2,71,1.01,0.027,26,9,16,51,1.6575342465753424,20,4.5,6,73,2,143,2,0.347,1,0.222,3,12,12.0,12.0,3312.778,3260.278
300,300.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,1,3,0.0,0,0.0,0,1,0,9,0,1.0,1,0.0,1,1,12.0,12.0,45600.0,800.0
156000,8666.67,6677.44,18,19224.0,1068.0,18,18,18,0,1.0,1.0,3,4,1,8,5.0,26,5.0,26,18,18,95,13,0.389,1,0.278,2,6,12.0,12.0,11736.111,1303.333
508210,728.09,3240.71,698,30954.0,44.41,698,534,29,669,1.31,0.042,11,11,5,27,1.4154727793696276,20,5.206896551724138,14,698,29,973,19,0.391,1,0.178,4,15,11.91,11.933,5157.06,2097.21
360320,1189.17,3480.87,303,38948.0,128.54,303,227,36,267,1.33,0.119,111,46,65,222,1.9504950495049505,29,5.305555555555555,29,303,36,573,20,0.449,1,0.198,4,39,11.841,11.925,5236.123,2001.982
34600,262.12,527.93,132,330.0,2.5,132,37,0,132,3.57,0.0,5,3,4,12,1.181818181818182,20,0.0,0,132,0,261,0,0.378,1,0.135,1,3,11.676,11.838,2894.324,1278.649
7670,170.44,388.45,45,140.0,3.11,45,32,0,45,1.41,0.0,2,2,1,5,1.8444444444444448,20,0.0,0,45,0,87,0,0.312,1,0.188,1,2,12.0,12.0,5728.438,2023.438
53340,252.8,544.41,211,530.0,2.51,211,185,0,211,1.14,0.0,11,8,7,26,1.2748815165876777,20,0.0,0,211,0,370,0,0.411,1,0.195,8,27,11.87,11.962,4710.324,2387.027
21740,209.04,445.01,104,430.0,4.13,104,55,0,104,1.89,0.0,2,1,1,4,0.7884615384615384,20,0.0,0,104,0,205,0,0.455,1,0.2,2,14,12.0,12.0,2333.455,1573.818
590,84.29,55.63,7,0.0,0.0,7,7,0,7,1.0,0.0,3,0,1,4,1.2857142857142858,9,0.0,0,7,0,17,0,0.571,1,0.286,1,1,12.0,12.0,7157.143,5438.571
330,110.0,81.85,3,0.0,0.0,3,3,0,3,1.0,0.0,1,0,1,2,6.666666666666667,20,0.0,0,3,0,4,0,0.667,1,0.0,1,1,8.0,8.0,3666.667,1623.333
60140,2614.78,5058.08,23,6408.0,278.61,23,19,6,17,1.21,0.261,6,2,4,12,3.391304347826087,20,9.666666666666666,15,23,6,78,4,0.421,1,0.158,1,7,12.0,12.0,9714.211,2126.316
2570,642.5,1172.07,4,0.0,0.0,4,4,0,4,1.0,0.0,2,1,2,5,1.25,5,0.0,0,4,0,9,0,0.25,1,0.25,2,3,12.0,12.0,3510.0,3210.0
230,76.67,106.93,3,0.0,0.0,3,3,0,3,1.0,0.0,2,0,0,2,0.0,0,0.0,0,3,0,7,0,0.667,1,0.0,1,1,12.0,12.0,4356.667,1413.333
4060,225.56,260.82,18,0.0,0.0,18,18,0,18,1.0,0.0,1,1,1,3,0.0555555555555555,1,0.0,0,18,0,38,0,0.333,1,0.056,1,2,12.0,12.0,1615.556,1039.444
75000,37500.0,50204.58,2,2136.0,1068.0,2,1,2,0,2.0,1.0,1,0,0,1,3.5,6,3.5,6,2,2,15,0,0.0,1,0.0,1,1,12.0,12.0,75200.0,640.0
59240,1974.67,4967.73,30,4272.0,142.4,30,30,4,26,1.0,0.133,13,8,6,27,1.5,24,9.0,24,30,4,96,4,0.467,1,0.167,4,6,11.6,12.0,3800.0,2030.667
370,92.5,79.32,4,200.0,50.0,4,4,0,4,1.0,0.0,3,0,3,6,1.0,4,0.0,0,4,0,8,0,0.5,1,0.0,1,1,12.0,12.0,1225.0,1005.0
2321890,281.78,575.51,8240,22790.0,2.77,8240,2857,0,8240,2.88,0.0,7,6,3,16,1.400728155339806,20,0.0,0,8240,0,3859,6,0.426,1,0.13,10,24,11.921,11.937,3204.281,1404.41
395000,9634.15,6417.77,41,42720.0,1068.0,41,38,41,0,1.08,1.0,4,5,1,10,7.268292682926829,30,7.268292682926829,30,41,41,214,28,0.421,1,0.184,2,6,12.0,12.0,13915.0,2335.526
280530,5195.0,8744.51,54,36312.0,672.44,54,49,34,20,1.1,0.63,19,5,8,32,3.537037037037037,24,4.794117647058823,24,54,34,226,24,0.367,1,0.245,3,11,12.0,12.0,10589.184,1716.531
4860,810.0,1135.52,6,1068.0,178.0,6,4,1,5,1.5,0.167,5,1,2,8,0.5,3,3.0,3,6,1,26,0,0.5,1,0.25,1,3,12.0,12.0,5037.5,6125.0
8530,185.43,381.01,46,140.0,3.04,46,16,0,46,2.88,0.0,19,5,14,38,0.4347826086956521,20,0.0,0,46,0,86,0,0.625,1,0.062,2,3,11.25,11.562,1629.375,932.5
27360,304.0,619.22,90,320.0,3.56,90,86,0,90,1.05,0.0,36,12,25,73,2.3777777777777778,20,0.0,0,90,0,181,0,0.453,1,0.233,5,14,11.86,11.953,5637.791,2796.163
16000,5333.33,2081.67,3,3204.0,1068.0,3,3,3,0,1.0,1.0,1,1,0,2,5.333333333333333,8,5.333333333333333,8,3,3,25,2,0.333,1,0.333,1,1,12.0,12.0,8666.667,306.667
630,210.0,185.2,3,0.0,0.0,3,3,0,3,1.0,0.0,1,0,0,1,0.0,0,0.0,0,3,0,3,0,0.333,1,0.0,1,1,8.0,8.0,3333.333,3253.333
16880,213.67,509.35,79,310.0,3.92,79,64,0,79,1.23,0.0,11,7,9,27,1.1898734177215189,20,0.0,0,79,0,155,0,0.406,1,0.172,4,16,12.0,11.906,3934.062,1719.688
340,85.0,12.91,4,0.0,0.0,4,4,0,4,1.0,0.0,1,0,1,2,0.0,0,0.0,0,4,0,6,0,0.0,1,0.25,1,1,12.0,12.0,0.0,1062.5
